,age,gender,race,filename,pixels,Weighted_Avg,ArgMax
16272,55,0.0,4,55_0_4_20170117203246215.jpg,[25. 26.  8. ... 21. 20. 25.],39.07570306210755,35
7037,28,1.0,1,28_1_1_20170112204819027.jpg,[37. 39. 80. ... 60. 56. 79.],30.55283112659538,26
16211,55,0.0,3,55_0_3_20170119154102401.jpg,[126. 151.  96. ... 101.  97.  96.],49.26619004537679,26
6289,27,1.0,2,27_1_2_20170116163614840.jpg,[141. 140. 146. ... 129. 101.  90.],26.720383515315888,23
7958,30,0.0,0,30_0_0_20170116232936514.jpg,[ 99.  99. 111. ... 174. 177. 182.],32.55726191301518,32
17994,65,1.0,0,65_1_0_20170117173004744.jpg,[228. 228. 228. ... 175. 127. 105.],66.25865618622447,73
7363,29,0.0,0,29_0_0_20170104192430041.jpg,[212. 196. 181. ... 255. 255. 255.],26.029783348542757,23
19266,82,1.0,1,82_1_1_20170112224554283.jpg,[37. 24. 15. ... 30. 34. 37.],68.8856383577222,82
4059,26,0.0,1,26_0_1_20170116201929711.jpg,[41. 39. 40. ... 85. 38. 20.],49.1309185566206,65
5404,26,1.0,2,26_1_2_20170116184624186.jpg,[135.  94.  72. ... 226. 188. 167.],24.95754811813658,24
16697,58,0.0,0,58_0_0_20170109012537557.jpg,[109. 111. 110. ... 131. 131. 133.],53.931539692203614,60
6739,28,0.0,2,28_0_2_20170116170855714.jpg,[ 52.  31.  38. ... 170. 122. 182.],25.861317586254025,28
19658,90,1.0,0,90_1_0_20170110183401767.jpg,[247. 254. 247. ... 210. 149. 148.],76.38412448440886,82
6830,28,0.0,3,28_0_3_20170119194513211.jpg,[112.  79.  60. ... 146. 123. 117.],32.14364409317252,32
6901,28,0.0,4,28_0_4_20170117180230348.jpg,[ 43.  44.  48. ... 152. 153. 155.],33.340033194981515,26
3447,25,1.0,2,25_1_2_20170116175251901.jpg,[ 41.  25.  26. ... 169. 168. 163.],28.23306192751079,23
1294,22,0.0,3,22_0_3_20170119150454309.jpg,[151. 159. 162. ... 213. 220. 230.],25.609858804727626,23
11097,36,0.0,0,36_0_0_20170103180815064.jpg,[208. 210. 209. ...  35.  38.  43.],35.669545851273824,32
9253,32,0.0,2,32_0_2_20170117120231708.jpg,[218. 218. 228. ... 217. 220. 229.],39.512697523007944,40
16218,55,0.0,3,55_0_3_20170119171757096.jpg,[0. 4. 0. ... 1. 0. 0.],42.90434949565679,26
8462,30,1.0,1,30_1_1_20170117123854164.jpg,[254. 249. 253. ... 255. 255. 253.],44.86606632433177,26
17563,62,0.0,3,62_0_3_20170104212109387.jpg,[69. 70. 65. ... 49. 45. 42.],58.403780302055225,60
335,18,1.0,0,18_1_0_20170109214044181.jpg,[210. 210. 220. ... 255. 245. 227.],30.772057606242925,22
1829,23,1.0,1,23_1_1_20170117171341177.jpg,[255. 255. 255. ... 255. 255. 255.],31.402080713135312,26
7532,29,0.0,1,29_0_1_20170117104625949.jpg,[0. 0. 0. ... 0. 0. 0.],30.825597557186367,28
3866,26,0.0,0,26_0_0_20170120134052839.jpg,[127. 164. 206. ...  25.  26.  31.],30.754342976791122,22
6727,28,0.0,2,28_0_2_20170116162019874.jpg,[235. 237. 236. ... 234. 236. 235.],31.24621420909216,30
15226,51,1.0,3,51_1_3_20170105001344652.jpg,[ 0.  0.  0. ... 12. 12. 14.],49.19654450030066,52
6195,27,1.0,1,27_1_1_20170112203947771.jpg,[249. 245. 198. ... 250. 253. 242.],28.24471379627999,26
14757,50,0.0,0,50_0_0_20170111203910911.jpg,[111. 135. 139. ... 251. 247. 246.],40.75280855522636,39
8186,30,0.0,2,30_0_2_20170116193441821.jpg,[139.  80.  38. ... 187. 188. 190.],36.363945675339096,32
8268,30,1.0,0,30_1_0_20170103180631960.jpg,[ 50.  60.   0. ... 155. 165.  40.],47.06678029645991,26
7352,29,0.0,0,29_0_0_20170103182333545.jpg,[175. 150. 120. ...  21.  31.  43.],35.080049097087354,30
10722,35,0.0,4,35_0_4_20170104192501919.jpg,[199. 246. 254. ... 255. 255. 255.],33.27921157008274,30
3822,26,0.0,0,26_0_0_20170117195443924.jpg,[1. 2. 4. ... 3. 3. 3.],27.465455703363983,26
17178,60,0.0,3,60_0_3_20170119205706295.jpg,[248. 249. 244. ... 189. 189. 189.],49.13909478824871,65
7917,29,1.0,4,29_1_4_20170117123747223.jpg,[163. 134.  94. ... 193. 158. 116.],25.65559731249453,23
11773,37,1.0,0,37_1_0_20170103183019306.jpg,[15. 28. 36. ... 81. 88. 80.],39.8220489208295,39
9183,32,0.0,1,32_0_1_20170116193730638.jpg,[53. 49. 38. ... 15. 18. 23.],34.18635318987833,26
19686,92,1.0,0,92_1_0_20170110133307879.jpg,[  0.   0.   0. ... 141. 150. 145.],65.89318830589673,72
17384,61,0.0,1,61_0_1_20170113175415829.jpg,[176. 177. 179. ...  34.  22.  22.],64.00795848894631,75
5915,27,0.0,1,27_0_1_20170113134047416.jpg,[ 44.  42.  47. ... 172. 114.  66.],26.28267883671161,28
5407,26,1.0,2,26_1_2_20170116184639426.jpg,[234. 234. 234. ... 225. 225. 227.],37.89441316733064,26
2567,24,1.0,2,24_1_2_20170116170616076.jpg,[108.  78.  52. ... 248. 252. 253.],26.788535655223445,26
10249,35,0.0,0,35_0_0_20170113142115723.jpg,[139. 130. 115. ...  47.  47.  45.],30.159326138857423,26
5870,27,0.0,0,27_0_0_20170117120152773.jpg,[135. 136. 141. ...  32.  34.  29.],25.579995966203946,22
11496,36,1.0,1,36_1_1_20170113195419453.jpg,[175. 176. 168. ... 199. 171. 132.],26.01772044731499,23
19258,82,1.0,0,82_1_0_20170110132435984.jpg,[230. 222. 201. ... 238. 211. 130.],39.84081220509324,26
5583,26,1.0,3,26_1_3_20170117174439983.jpg,[ 69. 208. 201. ... 228. 206. 193.],30.090359998908298,26
6073,27,0.0,3,27_0_3_20170119193304964.jpg,[255. 255. 255. ... 147.   4.   8.],40.09262047876655,39
11131,36,0.0,0,36_0_0_20170113183241454.jpg,[22. 25.  6. ... 89. 66. 32.],28.20316745627911,28
9620,32,1.0,3,32_1_3_20170104235603636.jpg,[241. 250. 249. ...  87.  49.  26.],26.564361256791972,24
4829,26,1.0,0,26_1_0_20170120134302655.jpg,[137. 133.  95. ... 150. 147. 106.],29.93169199540307,26
16231,55,0.0,3,55_0_3_20170119183204846.jpg,[23. 23. 23. ... 38. 38. 38.],44.890088832943206,52
15662,53,1.0,0,53_1_0_20170110160643251.jpg,[ 11.  11.   9. ... 211.  61.  99.],48.345451186462924,53
12376,39,1.0,0,39_1_0_20170105164709185.jpg,[184. 152. 129. ... 157. 166. 165.],52.058171453398245,63
506,19,1.0,0,19_1_0_20170104012012331.jpg,[81. 81. 71. ... 54. 52. 53.],25.883501659323475,23
6826,28,0.0,3,28_0_3_20170119194510875.jpg,[198.  73.  67. ... 189.  48.  38.],34.023531989621745,32
14953,50,0.0,3,50_0_3_20170119204542975.jpg,[251. 253. 248. ... 248. 248. 248.],44.134361949009985,39
16840,58,0.0,2,58_0_2_20170104185526166.jpg,[ 48.  39.  22. ... 120. 117. 102.],57.99985345285427,61
4526,26,0.0,4,26_0_4_20170117153015117.jpg,[100.  44. 193. ...  69.  97. 170.],29.000051293138313,26
16247,55,0.0,3,55_0_3_20170119201758443.jpg,[200. 173. 146. ... 225. 226. 231.],41.50181269656787,42
4644,26,1.0,0,26_1_0_20170116170915992.jpg,[155.  76.   1. ... 202. 124.  13.],30.263416499128084,26
7204,28,1.0,2,28_1_2_20170116165514344.jpg,[147.  42.  12. ... 229. 181. 117.],23.378867771667327,23
1312,22,0.0,4,22_0_4_20161221200222680.jpg,[ 4.  4.  4. ... 78. 35. 18.],35.22911871200199,28
15865,54,0.0,1,54_0_1_20170117172505751.jpg,[ 28.  10.   8. ... 190. 198. 201.],48.004875108057604,60
14827,50,0.0,0,50_0_0_20170120134018751.jpg,[189. 188. 194. ...  18.  18.  20.],44.09199641245232,52
2402,24,1.0,0,24_1_0_20170117194952853.jpg,[35. 37. 24. ... 56. 52. 41.],33.142333432117084,28
8843,31,1.0,0,31_1_0_20170117131145761.jpg,[133. 132. 128. ... 214. 242. 106.],36.28681050367595,23
12476,40,0.0,0,40_0_0_20170104202600778.jpg,[54. 54. 52. ... 18. 20. 19.],35.93257609174231,30
13188,42,0.0,0,42_0_0_20170117154825824.jpg,[ 28.  28.  28. ... 196. 198. 184.],41.05372283471297,32
982,21,1.0,0,21_1_0_20170116214341701.jpg,[203. 203. 203. ...  32.  32.  32.],23.61874691193638,23
16114,55,0.0,0,55_0_0_20170117173834903.jpg,[39. 30. 25. ... 40. 40. 42.],59.71581067463649,55
9265,32,0.0,3,32_0_3_20170109141302293.jpg,[171. 168. 127. ... 219. 235. 222.],33.75346524183624,28
4627,26,1.0,0,26_1_0_20170113182514710.jpg,[106.  63.   8. ... 216.  40.  42.],35.31019686671425,26
18010,65,1.0,1,65_1_1_20170117010316709.jpg,[190. 185. 179. ... 255. 255. 255.],35.59991300949059,26
13236,42,0.0,1,42_0_1_20170117171459684.jpg,[120. 139. 181. ...  79.  62.  36.],38.7511293269381,28
15677,53,1.0,0,53_1_0_20170117163713738.jpg,[ 7. 10. 19. ...  9.  9.  9.],47.1460322471155,40
7856,29,1.0,2,29_1_2_20170116164953746.jpg,[ 88.  65.  57. ... 229. 227. 232.],25.28285774889156,22
8371,30,1.0,0,30_1_0_20170117160402167.jpg,[28. 29. 24. ... 25. 25. 25.],38.76564777528256,26
18304,69,0.0,0,69_0_0_20170104213620014.jpg,[69. 77. 80. ... 68. 65. 46.],72.69297409522352,73
5440,26,1.0,3,26_1_3_20161220222108978.jpg,[186. 208. 221. ... 146. 163. 170.],31.743627776481333,26
3970,26,0.0,1,26_0_1_20170113155015170.jpg,[184. 177. 149. ...  77.  87.  60.],39.747951721783465,26
19349,85,0.0,2,85_0_2_20170111211021687.jpg,[154. 158. 125. ...  97.  88.  79.],62.40927348109108,85
4019,26,0.0,1,26_0_1_20170116142850729.jpg,[126.  81.  39. ...   1.   1.   3.],27.79169568841965,26
4762,26,1.0,0,26_1_0_20170117174144110.jpg,[ 30.  24.  24. ... 139. 136. 129.],28.191642767269748,28
3908,26,0.0,1,26_0_1_20170113134737474.jpg,[ 36.  39.  32. ... 155. 107.  43.],27.774426046912744,26
6578,28,0.0,1,28_0_1_20170113134036488.jpg,[255. 255. 255. ... 236. 213. 181.],28.05147707185581,28
3655,26,0.0,0,26_0_0_20170113210127258.jpg,[ 10.   0.   1. ... 107. 136. 216.],38.618847916564846,26
13502,43,1.0,0,43_1_0_20170109010025945.jpg,[164. 157. 138. ... 115. 112.  95.],36.690581823375396,26
2834,24,1.0,4,24_1_4_20170103235745076.jpg,[0. 0. 0. ... 0. 0. 0.],38.371163795563405,26
3791,26,0.0,0,26_0_0_20170117172433732.jpg,[28. 26. 11. ... 89. 82. 63.],27.759505304360776,26
17817,65,0.0,0,65_0_0_20170117160554095.jpg,[76. 55. 36. ... 26. 30. 42.],44.1829341141879,42
12390,39,1.0,0,39_1_0_20170116001012194.jpg,[128. 142. 155. ... 187. 139. 119.],29.838503078636506,23
19702,95,1.0,0,95_1_0_20170110175711811.jpg,[168. 173. 177. ... 111. 110. 115.],50.84852335391042,26
3147,25,0.0,4,25_0_4_20170116003106425.jpg,[ 1.  7. 21. ...  2.  2.  2.],31.1138348350659,28
5247,26,1.0,2,26_1_2_20170116175511254.jpg,[192. 157. 117. ...  18.  17.  31.],28.6960767984732,26
5669,26,1.0,3,26_1_3_20170119193112441.jpg,[230. 229. 235. ...  10.   6.   3.],24.68827560791938,24
19652,90,1.0,0,90_1_0_20170110182008441.jpg,[ 9. 56. 38. ... 16. 20. 58.],76.91431258478784,83
18550,72,0.0,0,72_0_0_20170111210555874.jpg,[255. 255. 255. ... 255. 255. 255.],69.2590210709323,65
18588,72,0.0,3,72_0_3_20170105180648062.jpg,[135. 118.  98. ... 217. 222. 228.],66.95859784949425,75
6605,28,0.0,1,28_0_1_20170113151400128.jpg,[0. 0. 0. ... 3. 3. 3.],29.232065226649038,28
13311,42,1.0,0,42_1_0_20170109140758891.jpg,[60. 37. 21. ... 20. 32. 46.],41.852077481547695,39
11047,35,1.0,3,35_1_3_20170117143024930.jpg,[193. 211. 251. ... 144. 111. 106.],27.634311787837156,23
9115,32,0.0,1,32_0_1_20170113001057074.jpg,[247. 247. 245. ... 253. 253. 253.],32.77769446005193,32
4119,26,0.0,1,26_0_1_20170117171618235.jpg,[232. 222. 233. ... 239. 245. 245.],32.27505254173957,28
11032,35,1.0,3,35_1_3_20170104214457383.jpg,[244. 252. 255. ...   0. 122. 192.],29.08159048034088,23
12325,39,0.0,3,39_0_3_20170119191918705.jpg,[207. 171. 175. ...  89.  70.  63.],49.31037451154225,26
16926,58,1.0,0,58_1_0_20170117204758881.jpg,[217. 208. 203. ... 203. 198. 195.],66.67229043752043,60
17398,61,0.0,1,61_0_1_20170117194558194.jpg,[ 12.  12.  12. ... 113. 113. 113.],55.47238653323075,62
1515,22,1.0,3,22_1_3_20170105002553629.jpg,[ 0.  0.  0. ... 61. 47. 12.],24.567873829124906,23
3285,25,1.0,0,25_1_0_20170117204147750.jpg,[ 26.  39.  56. ... 221. 224. 233.],26.36300890321255,26
4996,26,1.0,1,26_1_1_20170116153234172.jpg,[ 71.  20.  19. ... 180.  37.  43.],42.383893762259504,26
8648,31,0.0,0,31_0_0_20170104165835728.jpg,[46. 28. 16. ... 37. 39. 25.],35.66425973031164,26
15980,54,1.0,0,54_1_0_20170103183727146.jpg,[91. 70. 27. ... 29. 16.  8.],65.59126782290696,68
18754,75,0.0,0,75_0_0_20170111205059862.jpg,[118. 116. 101. ...  36.  37.  32.],60.80836321042443,61
7539,29,0.0,1,29_0_1_20170117184719100.jpg,[123. 123. 123. ...  36.  36.  36.],40.97214715243899,26
8431,30,1.0,1,30_1_1_20170113001206682.jpg,[ 50.  30.  31. ... 104.  75.  69.],41.88217075321609,60
11192,36,0.0,0,36_0_0_20170117203443991.jpg,[  0.   0.  24. ...   2.   1. 129.],41.41416217993901,32
5367,26,1.0,2,26_1_2_20170116184242565.jpg,[1. 0. 0. ... 0. 0. 0.],36.770173947621515,28
13908,45,0.0,3,45_0_3_20170119195305345.jpg,[255. 255. 255. ... 255. 255. 255.],29.915808834258385,26
14498,48,0.0,3,48_0_3_20170119193054233.jpg,[77. 78. 83. ... 46. 34. 44.],48.276680037903134,39
12107,38,1.0,1,38_1_1_20170113003456314.jpg,[ 66.  56.  55. ... 147.  26.  15.],27.227216722696795,22
14378,47,1.0,0,47_1_0_20170109220523042.jpg,[2. 2. 2. ... 2. 2. 2.],36.21627763611468,26
13539,43,1.0,3,43_1_3_20170119195521961.jpg,[227. 228. 223. ... 224. 226. 221.],30.5385076575538,30
7643,29,1.0,0,29_1_0_20170103180915991.jpg,[58. 38. 14. ... 58. 45. 39.],35.863267827182426,30
14954,50,0.0,3,50_0_3_20170119204603807.jpg,[186. 186. 186. ... 131.  58. 139.],54.45028630939052,52
12788,40,0.0,3,40_0_3_20170119210206582.jpg,[222. 217. 179. ... 214. 201. 157.],45.34660801870632,26
348,18,1.0,0,18_1_0_20170109214254732.jpg,[38. 38. 30. ... 65. 63. 50.],32.008879392124186,26
18150,67,0.0,1,67_0_1_20170117172054412.jpg,[55. 62. 70. ... 52. 48. 45.],39.8784937428245,32
16379,56,0.0,0,56_0_0_20170113150436903.jpg,[196. 190. 174. ... 170. 175. 171.],38.43973703263964,26
